StudentID,Age,StudyHoursPerWeek,AttendanceRate,AssignmentCompletionRate,PreviousGPA,TestAverage,ClassParticipation,HomeworkHoursPerWeek,SleepHoursPerDay,ScreenTimeHoursPerDay,ParentalSupport,MotivationLevel,StressLevel,Tutoring,ExtracurricularActivities,InternetAccess,GPA
STU076816,20,19.5,71.6,97.8,2.24,53.4,63.0,10.1,9.8,3.3,4,10,6,1,0,1,1.58
STU076817,18,16.3,84.1,78.6,2.52,68.0,85.2,5.3,7.3,3.5,3,8,1,0,0,1,2.24
STU076818,17,15.8,98.4,90.5,2.64,82.3,66.1,7.4,6.6,6.9,4,6,3,1,1,1,2.53
STU076819,17,11.1,86.7,59.6,2.45,89.6,78.2,10.4,5.4,5.7,3,2,5,1,0,1,1.74
STU076820,21,12.1,80.6,89.9,3.04,70.2,81.0,10.5,8.3,3.8,4,6,6,0,1,1,2.2
STU076821,22,4.1,82.2,95.4,3.28,63.5,40.2,13.7,7.1,2.4,1,10,10,0,1,1,2.37
STU076822,21,7.7,84.4,69.9,3.15,75.1,74.2,1.1,7.5,4.0,5,2,5,0,1,1,2.44
STU076823,16,20.1,79.7,95.7,3.33,66.1,49.4,7.2,7.9,4.6,4,3,9,1,0,1,2.13
STU076824,20,2.0,78.2,89.9,2.21,71.1,83.5,15.0,7.8,6.7,1,1,1,0,1,0,1.95
STU076825,16,5.0,98.7,69.1,2.53,65.9,100.0,7.7,5.6,1.3,4,1,1,0,0,1,2.36
STU076826,16,17.8,83.0,92.0,2.87,61.7,64.1,8.9,6.6,5.7,3,5,2,0,0,1,2.53
STU076827,19,8.4,80.7,84.9,3.07,99.5,66.8,9.2,7.1,4.0,5,8,4,0,1,1,2.86
STU076828,18,8.6,86.7,87.9,3.1,43.3,72.1,9.0,6.5,4.7,2,10,6,0,1,1,2.52
STU076829,18,26.5,87.1,83.8,2.67,67.4,50.6,11.0,6.8,1.8,3,6,1,0,0,1,2.28
STU076830,19,20.1,91.2,93.0,2.71,73.2,50.0,6.5,7.4,2.3,4,10,9,0,1,1,2.25
STU076831,20,8.2,76.5,74.7,1.86,68.4,95.5,4.8,7.3,4.8,3,2,1,0,1,1,1.67
STU076832,22,8.2,76.7,80.7,3.3,70.6,58.2,4.5,8.3,3.0,3,9,1,1,0,1,2.13
STU076833,20,17.4,76.7,83.1,1.33,75.0,73.8,8.8,7.0,3.5,1,2,8,0,0,1,1.47
STU076834,19,21.1,84.4,77.8,2.27,68.3,76.5,10.3,7.3,6.1,3,8,2,0,0,1,1.94
STU076835,19,13.7,83.4,74.6,2.54,88.4,74.5,9.5,7.9,7.2,1,2,4,0,1,1,2.35
STU076836,17,6.0,88.6,88.4,3.73,80.7,91.7,9.7,7.3,4.0,2,2,9,0,0,1,2.68
STU076837,17,18.7,92.2,87.1,3.5,57.1,57.3,6.4,5.9,2.7,3,1,6,1,0,1,2.28
STU076838,16,13.5,91.9,89.7,3.25,51.3,74.4,11.3,7.5,2.5,4,9,10,0,1,1,2.35
STU076839,18,14.6,75.0,76.2,3.21,99.7,62.3,7.5,7.7,5.8,3,9,8,0,1,1,2.54
STU076840,19,12.7,74.7,71.8,3.22,55.7,91.7,7.7,7.4,5.6,1,1,4,0,1,1,1.8
STU076841,22,6.2,74.1,73.4,2.17,64.9,59.2,6.9,7.7,2.7,3,3,3,0,1,1,1.46
STU076842,22,9.2,80.0,76.8,3.33,100.0,100.0,10.1,8.0,5.6,3,8,7,1,1,1,2.97
STU076843,22,11.3,83.2,80.4,3.36,96.0,92.4,8.0,9.4,1.5,3,10,9,0,1,0,2.52
STU076844,16,11.1,78.5,80.5,2.56,73.3,77.1,11.4,7.2,4.3,1,3,7,0,1,1,2.04
STU076845,15,9.5,87.8,81.9,3.19,54.0,100.0,6.2,7.4,3.4,3,10,7,0,0,0,2.29
STU076846,22,20.2,80.7,90.2,2.37,58.4,74.2,7.3,6.9,5.2,2,7,4,1,1,1,1.89
STU076847,15,2.0,65.3,81.0,3.16,76.4,50.5,6.7,8.5,2.2,2,6,9,1,0,1,2.4
STU076848,22,5.9,85.7,79.5,3.06,81.7,83.9,8.2,7.0,5.4,1,9,5,1,0,1,2.33
STU076849,16,16.6,94.3,84.6,3.79,77.4,67.4,5.7,5.6,2.5,5,1,1,0,0,1,2.83
STU076850,17,4.5,84.5,79.4,3.59,85.6,89.7,7.3,7.4,1.2,1,10,4,0,0,1,3.08
STU076851,19,27.9,67.7,66.0,1.84,65.8,85.1,4.7,8.9,5.6,5,8,2,0,1,1,1.67
STU076852,21,14.9,91.4,90.5,2.46,86.1,78.5,7.1,6.2,2.8,4,5,9,0,1,1,2.23
STU076853,21,14.1,85.5,95.6,3.23,93.0,61.1,9.7,8.9,6.2,5,1,8,0,1,1,2.65
STU076854,20,19.0,88.8,84.2,1.94,80.4,76.4,5.2,6.5,7.0,1,3,3,0,1,1,2.02
STU076855,22,12.0,81.0,72.5,2.6,69.0,62.2,10.0,6.4,3.4,3,4,10,0,1,1,1.42
STU076856,17,23.8,100.0,79.6,2.95,78.6,93.0,9.2,6.7,4.6,1,1,3,1,0,1,2.7
STU076857,20,16.7,81.7,84.9,3.55,73.2,62.3,11.3,7.6,5.0,2,7,9,0,1,1,2.41
STU076858,16,16.7,91.5,89.4,3.65,95.8,29.0,11.6,5.1,6.2,2,5,10,0,1,1,2.45
STU076859,22,2.0,80.1,81.0,2.84,64.6,76.6,6.1,7.8,1.3,5,6,5,0,1,1,2.18
STU076860,20,16.2,94.1,86.8,3.03,78.2,64.3,6.9,6.8,3.7,3,5,5,0,0,1,2.56
STU076861,22,21.6,87.0,77.3,3.05,56.5,94.4,9.2,7.4,1.2,3,1,3,0,0,1,2.52
STU076862,15,12.6,86.3,78.9,2.47,74.8,62.6,10.2,7.2,3.6,3,1,9,0,0,1,2.15
STU076863,19,18.4,97.1,69.4,2.32,77.5,69.3,2.8,5.4,5.7,1,9,2,0,0,1,2.37
STU076864,22,12.1,83.5,67.1,2.53,46.9,83.5,6.5,7.2,2.0,1,6,9,0,0,1,1.93
STU076865,22,20.3,100.0,81.7,2.54,89.3,53.9,8.1,5.2,6.7,3,2,5,0,1,0,1.93
STU076866,15,17.0,93.8,81.7,3.13,100.0,98.8,5.0,8.2,5.7,1,6,8,1,1,1,2.74
STU076867,21,8.4,91.9,76.4,2.86,65.7,76.5,6.5,6.5,2.5,5,2,2,0,1,1,2.53
STU076868,19,13.5,81.6,100.0,3.53,61.4,61.6,4.3,6.1,5.7,4,1,2,0,1,1,2.57
STU076869,15,4.0,78.0,89.7,1.62,80.1,81.9,7.0,7.4,4.4,3,4,1,1,0,1,1.57
STU076870,18,15.1,68.9,84.8,2.23,77.0,76.7,9.9,4.4,2.9,5,9,4,1,0,1,2.42
STU076871,17,12.4,89.8,82.2,1.7,47.7,79.2,13.0,10.0,6.1,3,10,1,0,1,1,1.63
STU076872,20,17.8,78.7,83.4,4.0,74.0,85.4,0.0,7.1,4.3,4,6,8,0,1,1,2.88
STU076873,15,5.3,73.0,83.0,2.27,68.7,66.4,15.7,6.0,2.4,3,9,6,1,1,0,2.14
STU076874,18,3.7,85.8,71.0,3.45,54.2,63.1,8.9,8.6,2.9,2,4,8,0,0,1,1.96
STU076875,16,26.7,77.8,68.7,2.51,51.8,81.5,9.9,7.1,3.8,4,10,1,0,0,1,2.02
STU076876,21,14.8,82.4,79.1,2.46,100.0,67.0,6.0,7.0,2.2,3,10,10,1,0,1,2.39
STU076877,16,13.0,88.2,92.7,3.56,81.1,50.4,3.4,7.9,3.5,4,8,6,0,1,0,2.81
STU076878,20,2.0,76.9,76.0,2.16,71.9,80.4,7.5,6.8,2.9,4,10,5,0,0,0,1.94
STU076879,21,17.5,86.8,90.7,2.1,70.9,62.4,10.2,8.6,5.9,5,7,3,1,0,1,2.62
STU076880,20,2.0,81.4,88.4,1.69,64.5,68.6,13.1,6.7,1.9,5,10,4,0,1,1,1.26
STU076881,18,10.9,84.0,90.0,1.66,64.5,90.5,7.7,6.8,1.0,4,5,10,1,1,1,2.01
STU076882,16,28.5,69.9,73.5,2.9,62.8,71.3,7.5,7.6,6.8,5,8,1,1,1,1,2.15
STU076883,16,19.8,92.9,91.7,1.89,53.7,74.8,11.1,7.3,3.3,2,4,1,0,1,1,1.99
STU076884,18,11.3,84.7,73.8,2.36,79.3,78.7,6.2,6.2,7.0,4,9,8,1,0,1,2.01
STU076885,21,9.0,74.1,84.7,3.68,66.5,77.6,8.0,8.1,5.7,3,2,5,0,1,1,2.22
STU076886,16,16.6,86.8,73.3,2.21,39.7,85.5,7.1,7.4,2.7,5,9,5,1,0,1,2.34
STU076887,18,16.8,94.2,89.4,3.04,66.1,48.4,3.2,8.4,3.4,4,6,4,1,0,1,2.25
STU076888,22,20.0,89.0,80.0,3.6,66.5,71.5,5.4,8.2,6.6,1,7,9,0,0,1,2.49
STU076889,19,12.1,85.6,58.1,2.78,54.3,71.4,5.5,6.9,5.3,1,3,2,1,1,1,1.75
STU076890,19,8.3,83.3,82.5,2.6,74.4,48.5,2.3,7.6,4.1,4,7,4,1,1,0,1.74
STU076891,19,6.5,75.3,84.3,2.53,70.2,78.0,0.6,6.0,3.0,2,5,8,0,0,1,2.14
STU076892,19,8.6,87.9,98.3,2.74,66.8,80.6,13.9,7.2,7.6,5,10,10,0,1,1,2.16
STU076893,17,19.7,81.5,85.1,2.47,72.1,74.9,6.4,6.8,1.2,2,6,10,0,1,1,2.01
STU076894,17,16.6,81.9,80.5,3.48,99.5,44.2,5.9,6.4,4.5,1,2,10,0,1,1,2.01
STU076895,20,21.2,75.1,75.7,3.03,88.6,71.0,8.0,6.2,7.2,4,6,2,1,1,1,2.47
STU076896,16,13.0,89.5,70.8,3.21,58.7,57.2,0.0,7.6,5.3,1,7,3,0,1,1,1.78
STU076897,21,18.5,71.9,81.5,3.03,83.0,70.4,13.1,7.9,3.8,3,9,5,0,0,1,2.56
STU076898,22,17.1,83.7,99.3,2.31,88.0,64.5,8.2,8.4,2.2,2,2,5,0,0,0,2.63
STU076899,22,13.1,90.4,69.2,2.2,85.5,61.8,12.0,6.0,5.2,1,1,10,1,0,1,1.21
STU076900,22,17.7,81.8,77.4,3.38,67.6,62.1,7.8,6.6,3.2,2,4,7,0,1,1,2.58
STU076901,18,8.9,86.6,51.5,3.32,68.7,65.9,2.6,8.7,4.9,2,6,7,0,0,1,2.61
STU076902,19,2.2,88.7,81.9,3.09,72.2,80.1,7.2,6.3,4.7,1,8,10,0,0,1,2.34
STU076903,19,16.0,86.1,84.6,3.33,71.9,75.5,11.1,7.6,3.3,1,5,3,0,1,1,2.56
STU076904,15,3.5,97.7,92.8,2.59,69.6,42.9,8.6,7.8,2.7,3,8,3,1,0,1,1.91
STU076905,16,9.2,80.0,90.4,2.98,71.4,71.8,10.9,6.8,6.4,2,2,3,0,1,1,1.66
STU076906,19,6.2,77.8,86.4,2.35,48.3,81.6,13.5,8.4,6.6,2,5,2,0,1,0,1.61
STU076907,22,19.7,75.1,73.1,2.86,81.6,59.7,9.2,7.8,4.7,5,3,1,0,0,1,2.35
STU076908,22,15.1,90.0,97.6,2.7,90.4,50.5,5.8,4.8,4.3,5,5,5,1,1,1,2.8
STU076909,17,17.8,91.7,72.5,1.97,67.3,59.8,11.0,7.9,2.9,4,8,1,0,1,1,1.95
STU076910,22,31.5,75.9,59.3,3.09,76.7,77.3,1.1,9.2,2.3,3,10,7,0,0,1,2.52
STU076911,15,18.0,88.6,73.5,3.58,57.3,82.0,6.4,6.7,3.7,3,4,1,0,1,0,2.46
STU076912,15,15.5,87.0,89.0,2.01,86.4,73.3,12.0,6.9,4.3,4,5,10,1,1,1,2.2
STU076913,18,19.0,90.3,74.6,2.8,78.8,84.7,2.4,5.9,3.5,5,2,2,0,1,1,2.62
STU076914,22,8.8,85.1,54.6,2.69,63.8,92.2,7.2,5.8,2.7,4,5,4,0,0,1,2.01
STU076915,17,14.3,86.0,84.7,2.89,64.0,70.7,3.0,6.4,8.4,4,5,2,0,0,1,2.69
STU076916,22,14.2,91.7,94.5,3.45,62.9,85.8,5.5,6.6,2.5,1,6,2,0,0,1,2.87
STU076917,21,13.6,75.8,75.3,2.65,92.6,81.3,7.4,8.0,4.8,1,1,4,1,0,1,2.46
STU076918,18,18.9,77.6,85.2,2.58,68.3,79.9,8.1,6.6,3.2,3,1,4,0,1,1,2.21
STU076919,20,12.9,68.1,65.3,2.87,71.8,59.9,13.6,7.0,1.0,2,2,9,0,0,0,1.59
STU076920,19,6.3,93.8,78.2,2.76,64.4,67.3,7.0,7.1,4.1,4,2,5,1,1,1,2.1
STU076921,19,26.4,93.0,83.9,2.83,68.5,80.1,5.5,4.9,3.7,5,6,5,0,1,1,2.69
STU076922,21,10.4,94.4,83.6,2.13,91.3,98.2,3.6,8.9,5.0,5,6,7,1,1,1,2.26
STU076923,22,6.2,80.7,65.7,3.61,80.2,100.0,3.3,6.8,3.8,3,8,4,0,1,1,2.52
STU076924,21,16.0,90.4,82.8,2.03,70.8,84.1,12.5,7.9,7.4,1,9,6,0,1,1,2.44
STU076925,17,26.6,80.0,83.0,2.74,63.8,73.8,6.4,6.2,4.1,5,1,4,1,1,1,2.26
STU076926,20,12.0,79.4,75.2,2.6,71.0,89.4,13.2,6.8,3.9,5,5,5,0,1,1,2.24
STU076927,16,14.0,83.2,82.0,3.32,78.1,77.9,8.8,9.0,3.8,1,1,6,0,1,0,2.65
STU076928,18,13.8,90.5,100.0,2.81,69.6,62.7,10.2,7.5,3.7,5,6,10,0,1,1,2.32
STU076929,21,19.6,76.3,64.3,1.95,80.0,62.0,7.3,9.3,2.9,1,6,10,1,0,1,1.89
STU076930,15,22.8,85.0,80.4,2.94,58.5,62.1,3.3,6.2,3.8,3,4,1,1,0,1,1.75
STU076931,16,18.2,74.0,62.1,2.53,82.8,90.2,8.8,6.2,2.9,3,3,2,1,1,1,1.97
STU076932,21,12.5,78.0,81.3,3.06,68.5,68.6,9.7,5.9,4.2,4,3,6,1,0,1,2.48
STU076933,19,16.7,84.9,77.7,1.9,72.2,74.8,16.4,5.5,1.0,4,2,8,0,1,1,1.95
STU076934,22,6.5,80.8,79.4,3.23,100.0,73.9,6.9,7.1,7.2,5,4,1,0,0,1,2.83
STU076935,19,9.9,94.2,99.4,2.84,71.2,97.8,3.0,6.5,3.1,3,6,2,0,1,1,3.3
STU076936,22,2.0,74.5,78.1,3.61,47.2,59.5,9.7,9.0,2.7,5,9,3,0,0,1,2.62
STU076937,18,23.9,84.7,78.7,2.26,88.5,75.2,9.9,8.2,7.0,4,9,2,1,1,1,2.4
STU076938,17,29.2,97.4,82.8,2.12,82.5,75.8,11.2,6.7,3.7,2,2,2,0,1,1,2.17
STU076939,17,21.5,82.6,62.6,3.35,59.9,69.1,7.1,7.6,2.1,3,3,4,0,0,1,2.39
STU076940,16,20.6,70.9,90.2,2.79,85.4,52.5,12.0,6.4,5.2,2,8,7,0,1,0,1.77
STU076941,16,12.9,88.4,74.0,2.65,86.2,75.0,5.0,6.9,4.1,3,2,6,0,0,1,2.14
STU076942,19,17.0,86.3,65.1,2.23,82.3,82.1,12.8,7.1,3.0,1,9,8,1,1,0,1.62
STU076943,17,13.5,81.0,93.1,3.0,100.0,87.4,1.3,7.9,2.1,1,7,7,0,0,1,3.17
STU076944,22,5.6,90.0,87.9,1.77,75.8,85.1,2.9,5.5,2.1,1,5,8,0,1,1,2.06
STU076945,21,9.5,72.1,83.8,2.04,65.5,99.9,19.8,8.7,4.8,1,5,7,1,0,1,1.8
STU076946,16,22.6,82.9,80.6,2.82,96.9,65.7,10.2,8.0,2.9,2,10,10,0,1,1,2.3
STU076947,15,11.1,87.2,95.0,2.04,78.4,79.5,6.5,6.5,4.6,5,10,5,0,1,1,2.53
STU076948,15,17.8,81.9,81.2,3.86,54.6,89.8,9.9,5.9,5.3,3,5,4,0,1,0,2.55
STU076949,22,15.4,74.9,74.0,2.64,79.0,69.5,8.6,7.5,3.1,4,10,10,1,0,1,2.06
STU076950,17,17.1,77.7,67.5,2.44,67.1,85.9,5.6,6.3,4.6,5,10,8,0,0,0,1.84
STU076951,20,27.1,70.1,78.0,2.98,71.6,67.6,5.8,5.4,6.6,5,5,4,0,0,1,2.22
STU076952,19,21.5,98.0,81.4,2.24,86.2,75.3,6.2,7.5,3.4,2,2,8,0,0,1,2.2
STU076953,17,15.5,87.1,75.2,2.16,51.5,71.2,4.3,4.8,6.1,5,7,3,0,1,1,1.53
STU076954,15,8.7,88.9,85.6,2.83,65.8,83.9,4.5,6.6,4.9,2,9,6,0,1,1,2.15
STU076955,19,2.0,91.5,90.4,2.78,76.8,55.2,9.3,6.6,5.1,5,5,2,1,1,1,2.35
STU076956,18,17.4,85.7,81.7,3.17,69.5,58.8,4.4,5.9,5.5,2,7,10,0,0,1,2.65
STU076957,20,15.4,78.2,93.5,3.31,59.0,66.3,6.5,7.2,3.1,5,7,7,0,1,1,2.54
STU076958,15,14.5,75.3,70.0,3.53,92.8,69.3,14.2,6.1,3.2,5,3,8,1,0,1,2.39
STU076959,22,18.7,90.5,91.9,3.32,56.6,69.8,13.0,8.3,4.8,2,7,4,0,1,1,2.97
STU076960,19,31.4,87.0,75.5,2.65,92.0,78.7,5.8,6.3,4.6,5,9,9,1,0,1,2.57
STU076961,18,22.7,89.6,83.5,2.52,61.4,54.4,9.4,6.3,6.6,2,9,7,1,1,1,1.86
STU076962,17,16.4,91.6,66.4,2.82,84.0,83.3,7.7,7.7,3.7,4,10,6,0,1,1,2.51
STU076963,16,20.1,100.0,68.6,2.19,57.0,84.7,0.0,8.9,5.0,4,9,8,0,1,1,1.87
STU076964,20,8.3,98.7,75.1,2.58,42.8,66.7,3.7,7.3,5.1,3,7,6,0,0,1,1.94
STU076965,21,5.9,92.9,100.0,1.22,70.4,100.0,6.7,7.7,5.7,5,4,9,1,1,1,1.98
STU076966,16,13.2,73.6,82.3,2.46,89.9,84.6,16.6,7.2,4.3,1,2,1,0,1,1,1.94
STU076967,20,14.3,95.8,94.7,2.05,74.8,71.7,6.9,8.0,2.0,2,6,4,0,1,1,2.24
STU076968,17,3.6,91.5,75.4,3.12,69.1,67.2,9.8,7.1,3.2,5,10,10,0,1,1,2.4
STU076969,15,15.2,72.5,93.1,3.08,66.9,97.7,5.8,5.6,3.3,2,1,4,1,1,1,2.42
STU076970,19,9.7,71.6,80.2,3.56,74.6,55.3,3.9,8.3,1.0,1,1,7,0,1,1,2.39
STU076971,17,2.8,87.6,90.1,2.19,58.5,78.6,7.1,7.4,3.6,3,1,3,1,0,0,2.01
STU076972,16,11.7,77.0,71.1,2.79,63.1,63.7,5.6,8.2,2.6,5,7,8,0,0,1,1.94
STU076973,16,27.7,82.8,86.6,2.35,90.1,77.2,11.9,8.0,1.1,5,7,6,0,1,1,2.78
STU076974,22,22.0,79.0,70.1,2.32,50.4,69.7,8.7,6.3,4.9,4,6,2,0,1,1,1.58
STU076975,16,21.4,86.1,75.9,2.13,87.9,70.8,9.4,8.3,7.1,1,7,2,0,0,1,2.24
STU076976,18,12.7,100.0,72.1,3.25,70.2,80.3,3.8,7.5,1.9,1,9,6,0,0,1,2.8
STU076977,16,22.9,82.7,96.3,3.42,68.6,48.1,11.8,6.5,6.4,2,4,8,0,0,1,2.4
STU076978,22,21.1,91.8,96.2,3.16,68.5,84.3,14.9,9.4,5.9,4,5,10,1,1,1,2.61
STU076979,17,13.3,95.5,87.3,2.72,61.6,38.2,9.5,6.9,5.3,2,10,3,1,1,1,2.32
STU076980,21,15.9,86.6,69.4,1.9,86.8,57.4,4.9,5.1,7.0,4,4,5,0,1,1,1.68
STU076981,18,18.0,76.6,80.5,3.74,81.1,100.0,10.6,6.8,4.9,1,7,10,0,0,1,3.01
STU076982,16,6.8,86.3,100.0,2.37,54.7,67.8,5.8,8.6,5.0,5,6,7,0,1,1,1.84
STU076983,22,14.0,94.8,77.8,3.26,84.1,63.4,11.6,7.7,2.2,4,1,3,1,0,1,2.54
STU076984,22,11.9,91.9,90.0,1.77,50.2,72.4,7.3,5.6,2.6,1,10,4,0,0,1,2.58
STU076985,15,3.8,83.0,85.9,1.54,42.3,78.7,7.3,5.1,4.0,4,2,8,1,0,1,1.26
STU076986,15,17.0,81.1,78.9,2.27,61.4,80.1,5.6,6.7,7.4,1,5,3,0,1,1,1.91
STU076987,17,7.5,83.6,68.1,2.83,57.8,61.7,11.6,6.9,3.6,3,3,8,0,0,0,1.84
STU076988,15,14.7,84.0,72.1,1.99,72.3,67.6,10.0,7.6,4.5,5,7,9,0,0,1,1.81
STU076989,19,12.2,100.0,88.6,2.87,63.4,84.8,14.6,8.1,4.0,4,2,8,0,0,1,2.29
STU076990,17,11.1,85.6,86.0,3.53,82.9,51.6,12.3,8.9,5.8,5,5,4,1,0,1,2.5
STU076991,18,23.2,80.3,80.1,3.04,84.8,72.6,6.8,8.3,2.6,2,2,4,0,1,1,2.51
STU076992,20,6.7,84.5,85.3,2.8,48.1,60.0,8.8,8.0,6.2,2,2,2,0,1,1,1.72
STU076993,16,21.2,97.2,96.5,2.41,82.1,97.5,9.8,4.8,5.0,2,3,3,0,0,1,2.47
STU076994,16,4.1,91.3,93.0,2.5,83.3,68.0,6.9,5.8,3.9,2,8,8,1,0,1,2.25
STU076995,20,20.8,85.1,88.0,3.6,82.0,79.0,10.4,5.9,2.6,5,7,8,0,0,0,3.12
STU076996,18,18.1,71.1,81.9,3.88,82.8,61.7,8.4,6.1,1.0,3,3,6,0,1,1,2.91
STU076997,15,8.3,77.6,77.4,2.48,78.7,100.0,4.8,7.2,5.8,5,7,5,0,1,1,2.09
STU076998,18,16.9,81.5,72.6,3.2,81.2,67.1,2.2,7.2,4.0,5,2,2,1,1,1,2.22
STU076999,21,16.7,67.6,95.4,2.13,38.9,61.5,8.0,5.5,4.1,4,8,2,1,1,0,1.72
STU077000,17,21.1,73.9,70.9,3.49,74.2,74.4,9.0,6.6,1.7,3,1,2,1,0,1,2.31
STU077001,19,19.7,89.5,70.2,2.12,60.6,54.5,4.1,6.2,2.1,4,9,1,0,0,1,2.2
STU077002,22,20.9,71.9,90.4,3.16,60.5,88.7,6.9,7.3,2.9,3,10,6,0,0,1,2.32
STU077003,22,2.0,82.9,85.8,2.88,56.7,64.4,7.2,8.0,4.4,2,5,7,0,1,1,2.08
STU077004,21,9.0,69.0,100.0,2.55,66.1,76.3,1.9,6.4,6.0,4,10,5,0,1,1,2.0
STU077005,20,16.3,75.8,100.0,2.04,58.5,79.2,9.1,6.4,2.8,3,9,8,0,0,1,1.93
STU077006,20,9.9,90.9,100.0,2.51,69.2,48.5,4.2,8.0,4.2,5,3,10,0,0,1,1.71
STU077007,15,18.1,93.1,90.7,2.19,73.6,49.5,9.2,7.2,2.3,3,9,10,0,1,1,2.52
STU077008,15,11.3,70.7,55.6,3.11,69.8,71.6,10.3,5.6,7.9,3,4,4,1,0,1,1.49
STU077009,15,2.0,64.4,76.1,3.15,62.4,90.6,2.1,6.8,4.4,2,1,6,1,0,1,1.55
STU077010,21,16.6,76.1,84.1,2.64,45.5,85.2,9.6,7.8,3.8,1,2,10,0,1,1,1.91
STU077011,21,22.9,92.8,84.4,2.48,59.1,49.0,5.2,6.9,2.5,5,7,8,0,1,0,2.18
STU077012,22,22.9,79.7,96.8,2.88,60.7,92.6,6.4,7.9,4.7,3,4,3,0,0,1,2.68
STU077013,20,20.4,100.0,96.1,3.55,70.1,70.8,8.4,7.3,3.0,5,4,3,0,1,1,3.43
STU077014,17,14.3,78.9,77.8,3.49,77.6,70.5,12.7,6.8,7.4,5,4,10,0,1,1,2.56
STU077015,15,12.2,85.7,78.9,2.45,88.0,68.4,0.0,6.8,4.1,3,8,9,0,1,1,2.22
STU077016,18,27.7,91.3,74.1,2.79,70.2,66.4,7.1,6.7,4.7,3,5,10,1,1,1,2.36
STU077017,15,7.0,78.4,90.3,3.16,46.8,60.2,5.0,7.9,6.0,5,7,5,0,0,1,1.91
STU077018,22,8.9,94.1,65.3,3.65,84.6,52.1,7.7,7.6,3.8,5,10,7,0,1,1,2.41
STU077019,19,14.5,99.3,83.6,3.39,74.7,100.0,14.0,6.3,6.0,3,6,1,0,1,1,2.92
STU077020,15,18.7,83.6,80.1,2.68,67.7,64.9,6.3,6.1,2.3,5,7,1,0,1,1,2.44
STU077021,21,14.0,75.1,64.0,2.45,65.6,58.8,10.8,5.0,4.1,5,9,10,0,0,1,1.68
STU077022,19,19.3,77.0,92.4,2.6,77.6,77.2,8.3,8.2,5.3,4,2,8,0,0,1,2.42
STU077023,19,24.3,77.2,84.7,2.2,67.6,98.6,3.2,6.5,2.8,3,2,5,0,1,1,2.31
STU077024,18,15.1,67.0,90.5,3.4,48.9,95.4,6.9,6.7,1.1,5,2,9,0,0,1,2.55
STU077025,19,9.8,77.1,80.0,2.19,63.1,73.8,5.8,8.4,3.8,1,3,3,1,1,1,1.58
STU077026,15,16.4,100.0,73.6,2.56,67.2,52.9,8.6,5.7,4.1,1,6,8,0,0,0,1.7
STU077027,21,15.7,77.7,78.5,3.19,97.2,50.3,8.3,6.5,3.6,4,1,3,0,0,1,2.64
STU077028,16,15.0,79.1,70.0,2.44,84.9,77.6,6.6,6.1,4.8,5,3,9,0,0,1,2.11
STU077029,18,20.8,81.2,77.6,2.38,84.4,74.5,7.2,6.6,1.3,5,9,7,0,0,0,2.39
STU077030,17,11.7,87.8,68.0,3.37,85.5,67.4,12.7,7.8,5.9,1,7,3,1,1,0,2.61
STU077031,18,15.6,93.6,94.3,3.77,94.7,82.9,14.7,8.0,4.6,4,9,4,0,0,1,3.19
STU077032,15,8.1,88.1,83.1,3.22,74.8,74.2,4.5,8.1,5.7,4,9,3,0,1,1,2.52
STU077033,17,12.4,90.9,61.4,3.78,76.5,73.8,10.3,7.6,4.0,3,8,3,0,0,1,2.75
STU077034,16,6.6,87.1,81.7,3.5,81.6,38.9,2.5,7.4,5.7,4,10,1,0,0,1,2.78
STU077035,21,13.5,87.2,93.5,2.7,99.9,69.8,10.5,6.3,4.1,5,8,6,1,0,1,2.56
STU077036,19,7.0,97.6,91.3,2.06,83.0,80.4,8.4,7.3,2.5,2,6,1,0,0,1,2.64
STU077037,17,6.3,96.3,79.1,2.72,57.7,48.4,9.0,6.6,4.2,2,1,3,0,0,1,1.92
STU077038,17,13.2,78.1,67.7,3.49,65.2,67.3,10.5,7.9,5.9,2,2,7,1,1,1,2.06
STU077039,16,11.7,82.1,74.8,3.2,86.5,65.6,2.7,6.7,2.7,1,5,1,0,0,1,2.22
STU077040,20,11.0,79.3,77.5,2.62,72.2,71.7,7.0,6.0,6.1,2,4,2,0,1,1,1.86
STU077041,18,13.6,69.3,87.2,2.59,84.1,76.4,7.0,8.8,5.6,1,4,2,0,1,1,1.92
STU077042,20,20.1,83.7,69.5,3.3,71.2,88.4,4.3,6.6,3.8,5,7,1,0,1,1,2.84
STU077043,22,24.6,84.2,85.0,2.89,51.3,87.5,5.5,7.6,4.6,2,6,9,0,0,1,2.26
STU077044,21,13.8,95.9,82.1,2.5,67.6,73.0,9.5,8.4,5.3,3,7,2,0,1,1,1.9
STU077045,22,7.7,60.3,84.6,3.07,65.3,61.2,8.2,6.3,6.5,2,1,5,0,0,1,1.78
STU077046,16,6.0,81.6,65.9,3.74,62.4,90.3,8.0,7.4,1.3,4,6,1,0,0,1,2.63
STU077047,18,21.4,90.5,79.4,3.26,64.2,83.8,3.4,7.7,5.6,1,7,2,1,1,1,2.94
STU077048,20,30.2,90.1,90.1,2.76,79.3,61.7,7.7,5.5,2.4,1,8,3,0,1,0,2.83
STU077049,18,17.3,60.7,66.5,3.01,68.0,76.1,10.3,8.3,5.0,1,9,9,0,1,1,1.61
